Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Contrast,Condition,Accuracy
20,1,1,4.09,1.585,1.102,0.61,P,1
20,1,1,5.25,1.918,1.071,0.59,P,1
20,1,2,4.38,1.62,0.981,0.61,P,0
20,1,1,4.32,1.77,0.72,0.63,P,1
20,2,2,4.95,1.501,2.848,0.61,P,1
20,2,2,5.09,1.952,1.187,0.59,P,1
20,2,2,5.18,1.45,1.648,0.57,P,1
20,1,1,5.18,1.485,1.343,0.55,P,1
20,2,1,3.61,1.851,0.886,0.57,P,0
20,1,1,4.92,1.584,1.288,0.59,P,1
20,2,2,4.78,1.601,1.176,0.57,P,1
20,2,2,4.72,1.717,1.126,0.55,P,1
20,1,1,4.73,1.851,1.667,0.53,P,1
20,2,2,4.67,1.234,1.504,0.51,P,1
20,1,2,4.74,0.751,2.307,0.53,P,0
20,2,1,4.71,1.887,1.054,0.55,P,0
20,1,2,4.9,1.401,0.971,0.57,P,0
20,2,2,4.85,1.334,1.121,0.59,P,1
20,1,1,4.19,1.984,1.486,0.57,P,1
20,2,2,5.01,1.184,1.088,0.55,P,1
20,1,2,3.75,1.453,1.905,0.57,P,0
20,2,2,4.12,1.6,0.836,0.59,P,1
20,2,2,5.03,1.267,0.787,0.57,P,1
20,1,1,3.94,1.867,1.821,0.55,P,1
20,1,2,4.8,1.984,1.037,0.57,P,0
20,2,1,4.79,0.867,1.365,0.59,P,0
20,2,2,4.38,1.402,0.954,0.61,P,1
20,1,1,3.53,0.983,1.235,0.59,P,1
20,1,2,2.83,1.418,1.052,0.61,P,0
20,1,1,2.96,1.752,0.957,0.63,P,1
20,1,2,2.59,1.768,0.904,0.65,P,0
20,1,1,4.48,1.384,1.104,0.67,P,1
20,2,2,4.19,1.535,1.255,0.65,P,1
20,1,1,4.71,1.483,0.98,0.63,P,1
20,1,1,4.89,1.534,0.953,0.61,P,1
20,2,2,4.9,1.401,0.897,0.59,P,1
20,2,2,4.7,1.216,1.123,0.57,P,1
20,1,1,5.5,1.318,1.103,0.55,P,1
20,1,2,2.87,1.751,0.886,0.57,P,0
20,1,1,4.6,2.001,0.871,0.59,P,1
20,1,1,2.33,1.534,1.852,0.57,P,1
20,1,1,3.37,1.351,1.037,0.55,P,1
20,2,1,3.88,1.585,1.069,0.57,P,0
20,1,1,4.88,1.35,0.816,0.59,P,1
20,1,1,4.99,1.502,0.986,0.57,P,1
20,2,2,2.74,1.934,0.721,0.55,P,1
20,1,1,2.54,1.268,0.642,0.53,P,1
20,1,1,4.64,1.701,0.718,0.51,P,1
20,1,1,3.5,1,0.77,0.49,P,1
20,1,1,3.18,1.567,4.538,0.47,P,1
20,1,1,4.02,1.317,0.823,0.45,P,1
20,2,1,3.09,1.435,1.378,0.47,P,0
20,2,1,4.35,1.051,0.721,0.49,P,0
20,1,1,3.86,1.35,0.853,0.51,P,1
20,1,2,3.08,1.584,0.818,0.53,P,0
20,1,1,3.98,1.602,1.703,0.55,P,1
20,1,1,4.01,1.118,0.787,0.53,P,1
20,2,2,2.5,1.101,0.768,0.51,P,1
20,1,1,2.01,0.968,1.003,0.49,P,1
20,2,2,5.31,1.668,0.818,0.47,P,1
20,2,2,5.57,1.517,1.053,0.45,P,1
20,1,1,3.86,1.502,0.589,0.43,P,1
20,1,1,4.57,1.317,5.738,0.41,P,1
20,2,2,4.13,1.634,0.97,0.39,P,1
20,2,1,3.43,1.468,1.783,0.41,P,0
20,1,2,3.48,1.35,1.204,0.43,P,0
20,1,1,3.26,1.968,1.039,0.45,P,1
20,2,2,4.07,1.417,1.05,0.43,P,1
20,2,2,4.39,1.452,0.913,0.41,P,1
20,1,1,4.05,1.751,1.537,0.39,P,1
20,1,1,3.72,1.487,11.089,0.37,P,1
20,1,1,4.38,1.651,0.87,0.35,P,1
20,2,1,4.2,1.702,0.683,0.37,P,0
20,2,2,3.76,1.75,1.301,0.39,P,1
20,2,1,4.13,1.901,1.108,0.41,P,0
20,2,2,4.44,1.268,1.02,0.43,P,1
20,2,1,3.53,1.734,0.737,0.45,P,0
20,2,2,4.19,1.217,0.887,0.47,P,1
20,2,2,5.16,1.252,0.637,0.45,P,1
20,1,1,4.38,1.95,0.737,0.43,P,1
20,2,2,5.04,1.434,0.982,0.41,P,1
20,2,1,3.76,1.034,1.537,0.43,P,0
20,2,1,4.49,1.267,1.085,0.45,P,0
20,1,1,4.72,1.387,0.855,0.47,P,1
20,1,1,4.38,1.617,0.938,0.45,P,1
20,2,2,5.24,1.351,1.053,0.43,P,1
20,1,1,4.53,1.702,1.033,0.41,P,1
20,2,2,5.04,1.751,1.121,0.39,P,1
20,1,1,5.39,0.985,1.254,0.37,P,1
20,1,1,5.29,1.402,1.174,0.35,P,1
20,1,1,5.37,0.869,0.939,0.33,P,1
20,1,1,5.01,1.984,0.92,0.31,P,1
20,2,2,3.34,1.268,0.601,0.29,P,1
20,2,2,3.16,1.518,0.671,0.27,P,1
20,2,1,2.36,0.485,2.219,0.29,P,0
20,2,2,3.15,1.985,0.8,0.31,P,1
20,2,1,2.83,1.284,0.65,0.33,P,0
20,1,1,5.11,1.485,0.531,0.35,P,1
20,1,2,3.43,1.734,0.722,0.37,P,0
20,2,1,3.08,1.55,0.754,0.39,P,0
20,1,1,2.87,1.317,0.903,0.41,P,1
20,1,2,3.02,1.134,2.504,0.43,P,0
20,2,2,4.21,0.934,1.237,0.45,P,1
20,2,2,4.96,1.301,0.669,0.43,P,1
20,2,2,5.08,1.517,0.921,0.41,P,1
20,2,1,4.91,1.133,1.31,0.43,P,0
20,2,1,3.58,0,4.669,0.45,P,0
20,2,2,4.25,1.517,0.784,0.47,P,1
20,2,2,4.67,1.034,1.068,0.45,P,1
20,1,1,5.09,1.301,0.87,0.43,P,1
20,2,2,5.05,1.251,1.021,0.41,P,1
20,2,2,5,1.401,0.854,0.39,P,1
20,2,2,4.9,0.817,0.987,0.37,P,1
20,1,1,5.36,1.1,1.921,0.35,P,1
20,2,1,3.03,1.484,2.138,0.37,P,0
20,1,2,4.44,1.034,1.003,0.39,P,0
20,2,1,2.53,1.551,1.802,0.41,P,0
20,1,1,4.26,1.484,0.741,0.43,P,1
20,2,2,3.59,1.883,1.038,0.41,P,1
20,2,2,4.14,1.835,0.752,0.39,P,1
20,1,1,4.79,1.067,0.831,0.37,P,1
20,1,2,2.57,1.917,2.537,0.39,P,0
20,2,2,5.11,1.7,1.038,0.41,P,1
20,2,2,3.91,1.567,1.103,0.39,P,1
20,2,2,3.03,1.751,1.33,0.37,P,1
20,2,2,2.98,1.484,1.308,0.35,P,1
20,2,2,4.31,1.817,0.938,0.33,P,1
20,2,2,4,1.669,0.711,0.31,P,1
20,2,1,4.03,1.286,1.164,0.33,P,0
20,1,1,3.06,1.284,3.892,0.35,P,1
20,2,1,3.46,1.617,1.09,0.37,P,0
20,1,2,4.19,0.717,0.802,0.39,P,0
20,2,2,4.31,1.718,0.708,0.41,P,1
20,2,2,4.7,1.418,0.681,0.39,P,1
20,2,2,4.75,1.217,0.572,0.37,P,1
20,2,1,3.42,0.736,1.569,0.39,P,0
20,2,1,4.37,1.018,0.64,0.41,P,0
20,2,1,4.13,1.284,1.067,0.43,P,0
20,2,2,3.43,1.301,0.916,0.45,P,1
20,2,2,4.7,1.534,1.55,0.43,P,1
20,1,1,2.84,1.085,2.205,0.41,P,1
20,2,1,3.99,1.967,3.172,0.43,P,0
20,1,1,4.56,1.885,0.818,0.45,P,1
20,1,1,4.22,1.268,1.004,0.43,P,1
20,1,2,2.94,1.067,1.586,0.45,P,0
20,1,2,3.89,1.384,0.687,0.47,P,0
20,1,1,4.61,0.968,0.854,0.49,P,1
20,2,1,4.29,1.851,1.152,0.51,P,0
20,1,1,4.93,1.117,1.069,0.53,P,1
20,2,1,3.14,1.869,1.097,0.55,P,0
20,2,2,5.14,0.7,1.155,0.57,P,1
20,1,1,3.14,1.651,1.013,0.55,P,1
20,2,1,3.91,1.517,0.591,0.57,P,0
20,2,2,4.58,1.183,0.845,0.59,P,1
20,2,2,3.82,1.201,0.8,0.57,P,1
20,2,2,4.13,0.985,0.921,0.55,P,1
20,2,1,3.79,1.885,0.686,0.57,P,0
20,2,1,2.47,0,7.623,0.59,P,0
20,2,2,4.34,1.269,0.904,0.61,P,1
20,1,1,4.53,1.534,0.762,0.59,P,1
20,2,1,4.47,1.85,0.761,0.61,P,0
20,2,2,4.81,1.134,0.7,0.63,P,1
20,2,2,5.37,1.501,0.842,0.61,P,1
20,2,2,5.1,1.651,0.739,0.59,P,1
20,1,2,4.21,1.7,0.701,0.61,P,0
20,1,1,5.08,1.436,0.908,0.63,P,1
20,1,2,3.71,1.633,0.948,0.65,P,0
20,2,2,5.17,0.887,0.821,0.67,P,1
20,2,2,4.38,1.318,0.776,0.65,P,1
20,2,2,4.97,1.068,0.991,0.63,P,1
20,2,1,5.35,1.551,1.02,0.65,P,0
20,1,1,5.24,1.535,2.563,0.67,P,1
20,2,2,4.77,2.001,0.864,0.65,P,1
20,2,2,4.55,1.201,0.766,0.63,P,1
20,1,1,4.67,1.884,1.151,0.61,P,1
20,1,1,2.5,1.418,1.47,0.59,P,1
20,1,1,1.84,1.351,0.802,0.57,P,1
20,2,2,2.39,1.235,1.235,0.55,P,1
20,1,2,1.48,1.7,1.137,0.57,P,0
20,2,2,4.67,1.284,0.792,0.59,P,1
20,2,1,3.64,1.2,0.792,0.61,P,0
20,1,1,4.94,1.918,1.204,0.63,P,1
20,2,2,4.65,1.351,0.919,0.61,P,1
20,2,2,4.39,1.351,0.779,0.59,P,1
20,2,2,2.42,0.885,2.451,0.57,P,1
20,1,1,3.66,0.984,1.562,0.55,P,1
20,1,1,4.39,1.317,0.785,0.53,P,1
20,2,2,4.72,1.334,0.923,0.51,P,1
20,1,1,4.68,1.218,0.821,0.49,P,1
20,2,2,3.69,1.635,1.371,0.47,P,1
20,2,2,4.23,0.983,0.694,0.45,P,1
20,2,2,4.48,1.6,1.136,0.43,P,1
20,2,2,2.04,0,1.836,0.41,P,1
20,2,1,4.04,1.801,0.682,0.43,P,0
20,1,1,4.19,0.85,0.68,0.45,P,1
20,1,1,4.76,1.384,1.069,0.43,P,1
20,1,2,3.38,1.201,1.553,0.45,P,0
20,1,1,4.88,0.75,0.754,0.47,P,1
20,2,2,4.2,1.834,1.953,0.45,P,1
20,2,1,4.62,1.121,0.917,0.47,P,0
20,1,1,2.78,0.885,1.258,0.49,P,1
20,1,2,3.32,1.2,1.732,0.51,P,0
20,2,2,2.17,0,2.123,0.53,P,1
20,2,2,5.26,0.584,0.835,0.51,P,1
20,2,2,4.89,0.734,0.703,0.49,P,1
20,1,1,2.81,0.984,0.953,0.47,P,1
20,2,2,4.96,0.634,0.803,0.45,P,1
20,2,1,2.68,1.501,1.102,0.47,P,0
20,2,2,4.36,0.733,0.609,0.49,P,1
20,1,1,4.13,0.901,1.007,0.47,P,1
20,2,1,4.26,0.901,1.011,0.49,P,0
20,2,2,3.66,0.684,0.964,0.51,P,1
20,1,1,5.2,0.734,0.934,0.49,P,1
20,2,1,5.03,0.701,0.837,0.51,P,0
20,1,1,3.88,0.718,0.702,0.53,P,1
20,2,2,4.44,0.65,1.064,0.51,P,1
20,1,1,4.78,0.583,1.001,0.49,P,1
20,1,1,5.03,0.8,1.054,0.47,P,1
20,2,1,3.64,0.717,0.737,0.49,P,0
20,1,2,4.14,1.4,0.835,0.51,P,0
20,1,1,5.09,1.101,0.866,0.53,P,1
20,1,1,2.36,1.234,0.918,0.51,P,1
20,2,2,4.21,0.734,0.751,0.49,P,1
20,2,1,3.88,1.001,0.67,0.51,P,0
20,1,1,4.85,1.201,0.815,0.53,P,1
20,2,2,4.49,0.55,0.937,0.51,P,1
20,1,1,4.54,1.934,0.82,0.49,P,1
20,2,2,4.68,0.634,0.686,0.47,P,1
20,1,1,4.65,0.818,0.688,0.45,P,1
20,2,2,4.9,0.417,1.088,0.43,P,1
20,1,1,5.03,0.534,0.953,0.41,P,1
20,1,1,4.63,0.635,0.903,0.39,P,1
20,1,1,4.85,0.566,1.037,0.37,P,1
20,2,1,5.05,1.051,0.936,0.39,P,0
20,1,2,4.22,1.251,1.266,0.41,P,0
20,2,2,4.05,0.983,1.053,0.43,P,1
20,2,1,4.02,0.701,1.371,0.45,P,0
20,2,2,4.81,0.618,1.237,0.47,P,1
20,2,2,4.76,1.934,1.021,0.45,P,1
20,1,1,4.64,0.767,0.766,0.43,P,1
20,2,2,2.3,1.467,5.004,0.41,P,1
20,2,2,5.11,1.835,0.858,0.39,P,1
20,2,2,4.13,1.618,0.836,0.37,P,1
20,1,1,3.48,0.684,0.717,0.35,P,1
21,1,2,3.56,0,36.49,0.91,P,0
21,2,2,6,0.484,1.336,0.93,P,1
21,2,2,2.28,1.633,1.262,0.91,P,1
21,2,2,6,1.55,1.218,0.89,P,1
21,1,2,2.39,1.601,0.867,0.91,P,0
21,1,1,6,0.9,1.109,0.93,P,1
21,2,2,6,1.034,1.387,0.91,P,1
21,2,2,5.99,0.65,1.718,0.89,P,1
21,1,1,6,0.867,1.549,0.87,P,1
21,2,2,6,0.684,1.536,0.85,P,1
21,1,2,5.95,0.767,1.267,0.87,P,0
21,1,1,6,0.718,1.454,0.89,P,1
21,1,1,6,0.933,1.538,0.87,P,1
21,2,2,6,0.584,1.403,0.85,P,1
21,1,1,5.98,0.935,2,0.83,P,1
21,2,2,6,0.467,1.12,0.81,P,1
21,2,2,5.96,0.534,2.086,0.79,P,1
21,1,1,6,0.685,1.548,0.77,P,1
21,2,2,6,0.634,1.093,0.75,P,1
21,1,1,6,0.668,1.188,0.73,P,1
21,2,2,6,0.801,1.3,0.71,P,1
21,2,2,5.98,0.685,1.467,0.69,P,1
21,1,1,5.95,0.935,1.093,0.67,P,1
21,2,2,6,0.484,1.618,0.65,P,1
21,2,2,6,0.551,1.284,0.63,P,1
21,2,2,6,0.867,1.086,0.61,P,1
21,1,1,5.99,0.718,1.32,0.59,P,1
21,2,2,6,0.768,1.153,0.57,P,1
21,2,2,6,0.984,0.954,0.55,P,1
21,2,2,6,0.868,1.002,0.53,P,1
21,2,1,2.06,2.001,1.236,0.55,P,0
21,2,2,5.23,1.234,0.866,0.57,P,1
21,2,2,6,0.75,1.216,0.55,P,1
21,2,2,5.99,0.634,1.388,0.53,P,1
21,1,1,6,0.984,1.102,0.51,P,1
21,2,2,6,0.801,1.284,0.49,P,1
21,2,2,5.97,1.318,1.317,0.47,P,1
21,2,2,6,0.917,1.005,0.45,P,1
21,1,2,5.98,1.05,1.152,0.47,P,0
21,2,2,6,1.168,1.276,0.49,P,1
21,1,1,6,0.784,1.084,0.47,P,1
21,2,2,2.51,1.885,1.032,0.45,P,1
21,2,2,2.41,1.068,0.949,0.43,P,1
21,2,2,2.17,1.9,1.095,0.41,P,1
21,2,2,2.48,1.934,1.003,0.39,P,1
21,2,2,2.38,1.518,1.087,0.37,P,1
21,1,2,1.54,0,1.767,0.39,P,0
21,2,2,2.07,0,1.204,0.41,P,1
21,1,2,2.13,1.067,2.27,0.43,P,0
21,2,2,2.26,0,1.232,0.45,P,1
21,1,2,1.99,0,1.553,0.47,P,0
21,1,2,2.73,0,1.386,0.49,P,0
21,2,1,5.95,1.417,1.5,0.51,P,0
21,1,1,5.05,1.168,1,0.53,P,1
21,2,1,6,0.836,1.514,0.55,P,0
21,2,1,6,0.835,1.202,0.57,P,0
21,1,1,5.99,1.218,1.285,0.59,P,1
21,1,1,6,0.851,1.254,0.57,P,1
21,1,1,6,0.884,1.418,0.55,P,1
21,1,2,5.14,1.384,1.501,0.57,P,0
21,1,2,2.91,1.268,1.478,0.59,P,0
21,1,1,4.64,0.969,0.902,0.61,P,1
21,1,1,6,0.751,1.136,0.59,P,1
21,2,2,6,1.083,1.555,0.57,P,1
21,1,1,2.54,1.45,0.907,0.55,P,1
21,1,2,2.56,1.667,0.9,0.57,P,0
21,1,2,5.09,1.467,1.817,0.59,P,0
21,1,2,3.63,0,3.621,0.61,P,0
21,2,2,5.99,0.85,1.404,0.63,P,1
21,1,2,2.31,1.551,0.955,0.65,P,0
21,1,1,5.96,1.068,1.021,0.67,P,1
21,1,1,5.95,0.885,1.269,0.65,P,1
21,1,1,5.98,0.866,1.165,0.63,P,1
21,1,2,2.08,1.384,0.658,0.65,P,0
21,2,2,5.98,0.75,1.197,0.67,P,1
21,2,2,6,0.85,1.537,0.65,P,1
21,1,2,2.4,0,2.363,0.67,P,0
21,1,1,5.98,0.918,1.191,0.69,P,1
21,2,2,6,0.534,1.003,0.67,P,1
21,1,1,5.08,0.734,1.235,0.65,P,1
21,1,1,6,0.851,1.237,0.63,P,1
21,2,2,6,0.617,1.037,0.61,P,1
21,2,2,6,0.535,1.335,0.59,P,1
21,1,2,2.58,1.167,1.479,0.61,P,0
21,1,1,6,1.051,1.285,0.63,P,1
21,1,2,2.55,1.202,0.852,0.65,P,0
21,2,2,5.96,0.668,1.27,0.67,P,1
21,1,1,5.96,0.968,1.686,0.65,P,1
21,1,1,5.97,0.617,1.457,0.63,P,1
21,1,1,6,1.168,1.054,0.61,P,1
21,2,2,3.76,1.051,1.349,0.59,P,1
21,1,2,4.12,1.467,0.871,0.61,P,0
21,2,2,5.98,0.584,1.133,0.63,P,1
21,1,1,6,1.1,0.902,0.61,P,1
21,1,2,2.39,0.934,0.949,0.63,P,0
21,1,2,2.43,1.6,0.682,0.65,P,0
21,1,1,6,0.884,1.381,0.67,P,1
21,2,2,6,0.567,1.052,0.65,P,1
21,1,1,5.98,0.783,1.154,0.63,P,1
21,2,2,5.99,0.783,1.434,0.61,P,1
21,1,2,4.34,0.717,0.918,0.63,P,0
21,1,1,5.98,0.6,1.368,0.65,P,1
21,1,1,6,0.633,1.168,0.63,P,1
21,2,2,6,0.666,1.381,0.61,P,1
21,2,2,6,0.817,1.336,0.59,P,1
21,2,1,1,0.768,2.535,0.61,P,0
21,2,2,6,1.1,1.293,0.63,P,1
21,1,2,1.99,0.967,1.101,0.65,P,0
21,2,2,6,0.883,1.098,0.67,P,1
21,2,2,6,0.618,1.438,0.65,P,1
21,1,1,6,0.685,1.359,0.63,P,1
21,1,2,3.21,1.289,0.708,0.65,P,0
21,1,1,5.17,1.018,0.858,0.67,P,1
21,1,1,5.99,0.568,1.967,0.65,P,1
21,1,1,6,1.183,1.221,0.63,P,1
21,1,1,2.25,1.184,1.102,0.61,P,1
21,1,2,1.96,1.85,1.153,0.63,P,0
21,1,1,5.3,0.901,0.951,0.65,P,1
21,1,1,5.19,0.667,0.857,0.63,P,1
21,2,2,5.98,0.634,1.419,0.61,P,1
21,2,2,2,1.552,1.232,0.59,P,1
21,1,1,6,0.717,0.929,0.57,P,1
21,1,1,5.99,0.651,1.646,0.55,P,1
21,2,2,6,0.534,1.402,0.53,P,1
21,1,2,1.03,1.52,1.416,0.55,P,0
21,2,2,1.01,1.268,1.501,0.57,P,1
21,1,1,5.44,0.717,0.903,0.55,P,1
21,2,2,6,0.533,1.669,0.53,P,1
21,2,2,6,0.835,9.254,0.51,P,1
21,1,2,1.08,0.867,1.317,0.53,P,0
21,2,1,1.26,1.1,0.825,0.55,P,0
21,1,1,5.99,0.834,1.239,0.57,P,1
21,2,2,5.99,0.617,1.32,0.55,P,1
21,1,2,4.04,0.983,0.781,0.57,P,0
21,1,1,5.99,0.6,1.536,0.59,P,1
21,2,2,5.99,0.984,1.301,0.57,P,1
21,1,1,4.61,0.967,0.817,0.55,P,1
21,2,2,4.79,0.818,1.183,0.53,P,1
21,1,2,1.23,1.383,1.365,0.55,P,0
21,2,2,1.21,1.05,1.353,0.57,P,1
21,2,2,5.99,0.751,1.103,0.55,P,1
21,1,2,1.04,1.351,0.933,0.57,P,0
21,1,1,5.05,1.067,1.649,0.59,P,1
21,2,1,3.89,1.318,0.918,0.61,P,0
21,1,1,4.08,1.267,1.153,0.63,P,1
21,1,1,6,0.851,1.909,0.61,P,1
21,1,2,1.04,1.551,0.894,0.63,P,0
21,1,2,1.08,1.251,1.22,0.65,P,0
21,1,1,6,0.785,0.968,0.67,P,1
21,1,1,6,0.767,1.088,0.65,P,1
21,1,1,5.98,0.633,1.436,0.63,P,1
21,1,1,6,1.333,1.037,0.61,P,1
21,2,1,2.95,1.534,0.777,0.63,P,0
21,1,1,5.98,0.7,1.777,0.65,P,1
21,2,2,5.97,0.533,1.058,0.63,P,1
21,1,1,6,0.7,1.237,0.61,P,1
21,1,1,6,0.651,1.097,0.59,P,1
21,2,1,2.49,1.417,0.943,0.61,P,0
21,1,1,6,1.451,1.167,0.63,P,1
21,2,1,1.91,1.3,0.992,0.65,P,0
21,2,2,1.93,1.367,1.014,0.67,P,1
21,2,2,1.88,0,1.104,0.65,P,1
21,2,2,6,0.751,1.231,0.63,P,1
21,2,2,1.79,1.651,1.01,0.61,P,1
21,1,1,6,0.717,1.153,0.59,P,1
21,1,1,6,0.633,1.32,0.57,P,1
21,1,1,4.74,1,1.841,0.55,P,1
21,2,2,5.99,0.885,1.13,0.53,P,1
21,1,2,3.37,0.784,1.535,0.55,P,0
21,1,1,6,0.817,0.904,0.57,P,1
21,2,2,5.97,0.967,1.284,0.55,P,1
21,2,2,6,0.634,1.194,0.53,P,1
21,1,2,1.04,1.252,1.656,0.55,P,0
21,1,2,1,1.968,1.469,0.57,P,0
21,1,1,5.98,0.767,0.969,0.59,P,1
21,1,1,6,0.735,1.5,0.57,P,1
21,1,1,5.99,0.751,1.15,0.55,P,1
21,2,2,6,0.785,1.67,0.53,P,1
21,2,2,6,0.651,1.329,0.51,P,1
21,1,1,6,1.567,1.117,0.49,P,1
21,1,1,2.08,1.652,0.734,0.47,P,1
21,1,1,6,0.767,1.235,0.45,P,1
21,1,1,6,0.717,1.401,0.43,P,1
21,1,1,1.25,1.234,1.099,0.41,P,1
21,1,2,1.49,1.551,0.923,0.43,P,0
21,2,2,1.76,0,1.485,0.45,P,1
21,1,2,1.61,0,1.253,0.47,P,0
21,1,2,1.48,0,0.974,0.49,P,0
21,1,2,6,0.684,0.959,0.51,P,0
21,2,1,2.75,1.35,0.813,0.53,P,0
21,2,2,6,1.116,2.42,0.55,P,1
21,2,2,6,0.667,2.004,0.53,P,1
21,2,2,6,1.401,5.653,0.51,P,1
21,1,2,1.59,1.168,0.768,0.53,P,0
21,1,2,5.98,0.6,1.169,0.55,P,0
21,1,2,1.56,1.267,1.137,0.57,P,0
21,1,1,5.98,1.001,1.32,0.59,P,1
21,1,1,1.66,1.118,0.834,0.57,P,1
21,2,2,5.96,0.801,1.019,0.55,P,1
21,2,2,6,0.984,1.346,0.53,P,1
21,2,2,6,1.067,1.423,0.51,P,1
21,1,1,6,1.168,1.087,0.49,P,1
21,1,2,2.26,1.367,0.768,0.51,P,0
21,2,2,6,0.967,1.238,0.53,P,1
21,1,2,2.31,0,2.589,0.55,P,0
21,2,2,6,0.484,1.352,0.57,P,1
21,2,2,6,0.768,1.437,0.55,P,1
21,2,1,6,0.684,1.435,0.57,P,0
21,2,2,6,1.551,1.67,0.59,P,1
21,1,1,6,0.735,1.37,0.57,P,1
21,2,2,6,0.467,1.294,0.55,P,1
21,2,2,6,0.634,1.307,0.53,P,1
21,2,2,6,0.667,1.292,0.51,P,1
21,1,2,3.17,1.234,1.035,0.53,P,0
21,1,2,2.18,1.168,0.963,0.55,P,0
21,2,2,5.98,0.917,1.119,0.57,P,1
21,1,1,6,0.75,1.011,0.55,P,1
21,1,1,5.99,1.068,1.565,0.53,P,1
21,1,1,5.16,1.218,1.22,0.51,P,1
21,1,1,5.16,0.867,0.868,0.49,P,1
21,1,1,4.9,0.901,0.884,0.47,P,1
21,1,1,3.47,1.101,1.352,0.45,P,1
21,2,2,1.91,1.885,0.952,0.43,P,1
21,1,2,1.61,0.833,1.717,0.45,P,0
21,2,2,1.75,0,1.153,0.47,P,1
21,2,2,5.99,1.017,1.485,0.45,P,1
21,2,2,1,1.65,1.325,0.43,P,1
21,1,2,1.02,1.068,1.839,0.45,P,0
21,2,2,1.04,1.518,1.197,0.47,P,1
21,1,1,6,0.833,1.229,0.45,P,1
21,1,2,3.53,1.384,0.701,0.47,P,0
21,1,2,1.01,1.267,1.371,0.49,P,0
21,1,2,1.16,1.35,1.487,0.51,P,0
21,1,1,6,0.834,1.217,0.53,P,1
21,1,2,3.58,1.401,0.699,0.55,P,0
21,2,2,6,0.966,1.387,0.57,P,1
21,1,1,6,0.717,1.317,0.55,P,1
21,1,1,6,0.818,1.253,0.53,P,1
21,1,1,5.98,1.085,1.304,0.51,P,1
21,1,1,6,0.851,1.128,0.49,P,1
21,2,2,6,0.418,1.079,0.47,P,1
21,1,2,1.12,1.284,0.917,0.49,P,0
21,2,2,5.98,0.333,1.103,0.51,P,1
21,2,2,6,1,1.099,0.49,P,1
21,2,2,6,0.451,1.752,0.47,P,1
21,1,1,6,0.834,1.188,0.45,P,1
21,2,2,3.5,0.934,0.917,0.43,P,1
21,1,2,1.02,0.984,1.735,0.45,P,0
21,1,2,2.58,1.418,1.002,0.47,P,0
21,1,2,1.74,0,2.238,0.49,P,0
21,1,1,5.38,0.8,1.435,0.51,P,1
21,2,2,5.62,0.633,7.271,0.49,P,1
21,2,2,5.51,0.484,2.236,0.47,P,1
21,2,2,5.98,0.516,1.736,0.45,P,1
21,1,2,5.53,0.951,1.636,0.47,P,0
21,1,1,6,0.917,1.08,0.49,P,1
21,2,2,5.97,0.417,1.668,0.47,P,1
21,1,2,1.16,1.417,0.986,0.49,P,0
21,1,2,1.11,0.752,1.417,0.51,P,0
21,1,1,2.24,1.668,1.421,0.53,P,1
21,2,2,4.88,0.584,1.719,0.51,P,1
21,1,2,1,1.083,0.874,0.53,P,0
21,1,2,1.05,1.151,1.202,0.55,P,0
21,2,2,5.37,0.6,1.529,0.57,P,1
21,2,2,1.44,1.001,0.852,0.55,P,1
21,1,1,4.16,0.934,1.236,0.53,P,1
21,2,2,5.99,1.418,2.036,0.51,P,1
21,1,1,6,1.268,1.455,0.49,P,1
21,2,1,4.99,1.534,1.363,0.51,P,0
21,2,1,1.51,1.467,1.07,0.53,P,0
21,1,2,1.4,1.367,1.626,0.55,P,0
21,2,2,5.96,0.701,1.274,0.57,P,1
21,2,2,4.89,0.885,1.355,0.55,P,1
21,1,1,5.99,0.834,1.421,0.53,P,1
21,1,2,3.24,1.067,1.169,0.55,P,0
21,2,2,6,0.601,1.024,0.57,P,1
21,2,1,3.9,1.768,0.954,0.59,P,0
21,1,1,5.98,0.684,1.471,0.61,P,1
21,2,2,5.97,0.733,1.537,0.59,P,1
21,1,1,5.99,0.984,1.187,0.57,P,1
21,2,2,5.94,0.917,1.329,0.55,P,1
21,2,2,1.37,0.817,1.064,0.53,P,1
21,2,2,5.98,0.517,0.999,0.51,P,1
21,1,1,4.46,0.933,1.269,0.49,P,1
21,1,1,4.74,1.334,1.371,0.47,P,1
21,1,2,1.31,1.117,1.467,0.49,P,0
21,2,2,6,0.899,1.316,0.51,P,1
21,2,2,3.53,1.617,4.569,0.49,P,1
21,1,1,5.99,0.817,1.654,0.47,P,1
21,2,2,6,0.634,1.568,0.45,P,1
21,1,1,5.99,0.784,1.65,0.43,P,1
21,2,2,6,0.684,0.937,0.41,P,1
21,1,1,4.26,1.051,1.441,0.39,P,1
21,1,2,4.49,0.685,1.301,0.41,P,0
21,1,1,5.14,0.734,1.37,0.43,P,1
21,2,2,1.13,1.051,1.437,0.41,P,1
21,1,2,1.04,1.801,2.253,0.43,P,0
21,2,2,6,0.601,1.851,0.45,P,1
21,2,2,1.11,0,1.155,0.43,P,1
21,1,1,2.71,1.367,1.256,0.41,P,1
22,2,2,5.41,0.584,4.154,0.81,P,1
22,2,2,5.78,0.483,1.422,0.79,P,1
22,2,2,5.79,0.418,1.719,0.77,P,1
